RELEVANT,CATEGORY,CATEGORICAL SENTIMENT,GENERAL SENTIMENT,JUSTIFICATION,ID
RELEVANT,HUMANITARIAN,ANTI,ANTI,The statement emphasizes that human lives are at stake when launching drone strikes.,83faec278e38cc1910da72c91bb3604f
IRRELEVANT,,,,The statement relates to a filibuster.,2352a0d2aedbe70de4d9d32b158384d1
RELEVANT,DISCLOSURE,PRO,ANTI,The statement calls for more transparency regarding drone strikes.,84105184e41dba32c2d5a6625a9091af
RELEVANT,FOREIGNPOLICY,ANTI,ANTI,The statement argues that drone strikes do not make the United States safer.,fb587d8d0dbeef4a8be80c5272d3a704
RELEVANT,FOREIGNPOLICY,ANTI,ANTI,The statement argues that drone strikes do not make the United States safer.,fc869c5a43b6f79c13e284b9e4f91181
IRRELEVANT,,,,The statement refers to the domestic use of drones.,fd3657175a9db44988ef6d38b2255731
RELEVANT,FOREIGNUSE,ANTI,,The statement explains Iran's use of drones.,c874a1e0cd968a86ccfa6332834aa7b8
IRRELEVANT,,,,The statement refers to drones in a surveillance role.,17c535b7077dd9f93b7a6b7e764ba105
RELEVANT,FOREIGNUSE,ANTI,,The statement calls for reaction to Iran's use of military drones.,bfc629a63f2ccaf0dd48eb99656b8b70
RELEVANT,"FOREIGNPOLICY,HUMANITARIAN,DOMESTIC-LEGALITY","PRO,ANTI,ANTI",ANTI,The statement argues that the United States is exercising national security discretion to launch drone strikes.,2cdc00d5bf92245a0b1ab9ecde8c98da
RELEVANT,DOMESTIC-LEGALITY,ANTI,ANTI,"The statement argues that the United States is exercising national security discretion to launch drone strikes, and that this has to be changed.",64b4ea79605fd9fc9d5128cfdfafe2dc
RELEVANT,DOMESTIC-LEGALITY,ANTI,ANTI,"The statement argues that the United States is exercising national security discretion to launch drone strikes, and that this has to be changed.",b0124aa2c9b3cfb3a975b02206151088
RELEVANT,DOMESTIC-LEGALITY,ANTI,ANTI,"The statement argues that the United States is exercising national security discretion to launch drone strikes, and that this has to be changed.",1c1230655e8fece823c2a448a419a767
RELEVANT,"FOREIGNPOLICY,HUMANITARIAN,DOMESTIC-LEGALITY","PRO,ANTI,NEUTRAL",NEUTRAL,The statement argues that exercising national security discretion in launching drone strikes does not necessarily mean the United States is liable for them.,90200620535b34b9afc989b0e188af15
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement mentions a drone strike that killed al-Awlaki.,f2e1ff5330fa232a67e0df89698bed1c
RELEVANT,FINANCE,PRO,PRO,The statement explains fundings for drone programs for the past couple years.,efe55ea76c9c5e33b174e2d011c8b9d1
RELEVANT,"DISCLOSURE,DOMESTIC-LEGALITY","PRO,NEUTRAL",ANTI,The statement proposes a bill that demands intelligence sharing between the FBI and CIA for effective drone operations.,3c468ebc794c3108c906f84f9585e252
IRRELEVANT,,,,The statement refers to drones in a surveillance role based on its title.,070df3f189e9af6e18a8c753f3bdb9f7
RELEVANT,FOREIGNPOLICY,ANTI,ANTI,The statement argues that military operations prolong conflicts.,1b8f3cd6625c7f60b1a4d4bfb5ab3dfd
IRRELEVANT,,,,The statement relates to health and education issues based on the title.,d9e5ec861ff134436c833c0c3c524c2d
IRRELEVANT,,,,The statement relates to health and education issues based on the title.,b18d870819add1d66d4b211f64eb2ac0
IRRELEVANT,,,,The statement relates to health and education issues based on the title.,aabbba592847fee7fb836f4bcf9f413d
IRRELEVANT,,,,The statement is a tribute.,ee3edd8ed5b77aeb1c08d3ee10032cb5
RELEVANT,REFERENCE,ANTI,ANTI,The statement is critical of how President Bush diverted drones to Iraq from Afghanistan.,5ed275b0cb7449258aafa32074e8eb33
RELEVANT,DOMESTIC-LEGALITY,NEUTRAL,NEUTRAL,The statement argues that the amendment in question will not interrupt training activities of UAVs.,9b635d225a8784dc67b48ce0d93cb74a
RELEVANT,HUMANITARIAN,ANTI,ANTI,The statement opposes drone strikes because they result in the deaths of innocent civilians.,9a0bcb675047d60a4c736318dd5cdb6c
RELEVANT,HUMANITARIAN,ANTI,ANTI,The statement opposes drone strikes because they result in the deaths of innocent civilians.,570457ab81f2b3c776211a2d24edbb33
RELEVANT,HUMANITARIAN,ANTI,ANTI,The statement opposes drone strikes because they result in the deaths of innocent civilians.,e38e5512506b7f2ab9284c4c3724f740
RELEVANT,HUMANITARIAN,ANTI,ANTI,The statement opposes drone strikes because they result in the deaths of innocent civilians.,232be2cf0e335f4ee205e0b2807fe940
RELEVANT,HUMANITARIAN,ANTI,PRO,The statement argues that the administration is capable of striking a balance between moral obligation to avoid arbitrary attacks on innocent people and moral obligation to defend our country.,364b238f982d3777e136213bf881db7e
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement explains the administration's stance regarding drone strikes. ,cbe7ae7497aff78536bc133bf504a606
RELEVANT,HUMANITARIAN,ANTI,ANTI,The statement proposes an amendment that will ensure drone strike target terrorists only.,0a29ff47ddd101f993adb60a6dd435ad
RELEVANT,DOMESTIC-LEGALITY,ANTI,NEUTRAL,The statement is critical of the current system and calls for greater congressional accountability concerning drone strikes.,e028fb4e254faf018a020c0ffbcc4450
RELEVANT,DOMESTIC-LEGALITY,NEUTRAL,NEUTRAL,The statement argues that drone policy is rooted in adherence to law.,59ab97b053a95b4d25bc8f28cadc84ea
RELEVANT,"DISCLOSURE,DOMESTIC-LEGALITY,HUMANITARIAN","PRO,ANTI,ANTI",ANTI,The statement calls for more legal accountability and congressional oversight over drone programs.,0170b1fae0ce78157aade9319c44d824
RELEVANT,"HUMANITARIAN,FOREIGNPOLICY,DOMESTIC-LEGALITY","ANTI,ANTI,ANTI",ANTI,The statement opposes drone strikes that kill civilians and prolong wars. It also criticizes that Congress did not give the President an unlimited power to launch such lethal strikes.,f996c0f6e072a1e6f746156cccc44ec7
RELEVANT,FOREIGNUSE,ANTI,,The statement refers to the potential use of drones by Saddam Hussein.,fa92b386831e0ad9cc36296ad58ef17b
RELEVANT,FOREIGNUSE,ANTI,,The statement refers to the potential use of drones by Saddam Hussein.,30c0193e045e37e259b90fc7b376b3cc
RELEVANT,"FOREIGNUSE,DISCLOSURE","ANTI,PRO",,"The statement refers to the potential use of drones by Saddam Hussein, but admits it is challenging to support the resolution in question because the speaker does not have access to classified information.",bf2a6c792b427b2771f1426cc11702c8
RELEVANT,FOREIGNUSE,ANTI,,The statement refers to the potential use of drones by Saddam Hussein.,725e79fe1de0304c4447a0285de31950
RELEVANT,FOREIGNUSE,ANTI,,The statement refers to the potential use of drones by Saddam Hussein.,43363d97ec11434fbf3681c1530fa842
RELEVANT,FOREIGNUSE,ANTI,,The statement refers to the potential use of drones by Saddam Hussein.,b5778d61aa3debfa9b5a60d6a0366467
RELEVANT,FOREIGNUSE,ANTI,,The statement refers to the potential use of drones by Saddam Hussein.,001321bb1ac7b233736ef5b383d1343c
RELEVANT,FOREIGNUSE,ANTI,,The statement refers to the potential use of drones by Saddam Hussein.,cb253f2b8ff6ddfb8f9a1323d995681d
RELEVANT,FOREIGNUSE,ANTI,,The statement refers to the potential use of drones by Saddam Hussein.,ce7b959366c324b76e726e219ff2b9a4
RELEVANT,FOREIGNUSE,ANTI,,The statement refers to the potential use of drones by Saddam Hussein.,112b3986058018ea1b4984968e1c6310
RELEVANT,FOREIGNUSE,ANTI,,The statement refers to the potential use of drones by Saddam Hussein.,ccc8c42a4a5b0df22ab482298befa2f9
IRRELEVANT,,,,The statement is a tribute.,b14a5e86790efebd5582704ededc8076
IRRELEVANT,,,,The statement refers to drones in a surveillance role.,49d26cdfb3ff7574a7948ee088763b9f
IRRELEVANT,,,,The statement refers to the domestic use of drones.,c02d3e4d5ccb5eb2e0e4828bbafe60da
IRRELEVANT,,,,The statement refers to drones in a surveillance role.,d51a7371c9e846903718478059de2714
IRRELEVANT,,,,The statement refers to drones in a surveillance role.,c018161eaf5629b8c5f8d72faadb34cd
IRRELEVANT,,,,The statement is a tribute.,ebf8cb517e0d586a38f29606246f73ca
IRRELEVANT,,,,The statement refers to drones in a surveillance role.,6175e83522d55659e07a2d746aef732e
RELEVANT,HUMANITARIAN,ANTI,ANTI,The statement is concerned about collateral damages caused by drone strikes.,c19d196c459dc311d5521e04a989f1bf
IRRELEVANT,,,,The statement refers to the domestic use of drones.,1701c4fc8bf086dca78c9f39ce63300c
IRRELEVANT,,,,The statement refers to the domestic use of drones.,0eee759284c8fa5debe64cd046c57d64
IRRELEVANT,,,,The statement refers to the domestic use of drones.,f5b1a2f12a3aacd17733f44b133a439b
IRRELEVANT,,,,The statement refers to the domestic use of drones.,5956959da04b18d5aeea9370fd20dbf4
IRRELEVANT,,,,The statement refers to the domestic use of drones.,1c82f1f783bf8b808bc41bef7dd44024
IRRELEVANT,,,,The statement refers to the domestic use of drones.,1e5172f49be5e67595f58aa57fbb1866
IRRELEVANT,,,,The statement refers to the domestic use of drones.,5a663bd4f69f8472bad529c96a418807
RELEVANT,TECHNOLOGY,PRO,PRO,The statement argues that knowing how drones operate is a valuable asset to an individual.,710f7fbecf714e8464ccbbc6ac21b988
RELEVANT,FOREIGNPOLICY,PRO,PRO,The statement argues that drones have contributed to fighting terrorism effectively.,e4d446055ec2cabd87032ab65410ab8e
RELEVANT,REFERENCE,ANTI,ANTI,The statement refers to a drone strike that accidentally killed an individual who was not supposed to be killed.,c8d1cad5e6305b4ae7dfc3f00dfdade1
IRRELEVANT,,,,The statement refers to drones in a surveillance role.,e477c3eadf2458ff49d5053ab8665e34
RELEVANT,"FOREIGNPOLICY,HUMANITARIAN","ANTI,ANTI",ANTI,The statement argues that drone strikes are not so efficient.,906efee0e31bfc9425e504151839c8fd
RELEVANT,"FOREIGNPOLICY,HUMANITARIAN","ANTI,ANTI",ANTI,The statement argues that drone strikes are not so efficient.,338f7512a0b329b2a1ee278a3a80bb58
RELEVANT,"FOREIGNPOLICY,HUMANITARIAN","ANTI,ANTI",ANTI,The statement argues that drone strikes are not so efficient.,4fb1f82715f5c35712695d60b262cc50
RELEVANT,"FOREIGNPOLICY,HUMANITARIAN","ANTI,ANTI",ANTI,The statement argues that drone strikes are not so efficient.,ffaee93b254f28d58e85410e0bc033c0
RELEVANT,"HUMANITARIAN,DISCLOSURE","ANTI,PRO",ANTI,The statement says that drone operations in Pakistan resulted in the deaths of hundreds of innocent civilians.,8e8af564bb43cc94acf0b03015003de5
RELEVANT,"FOREIGNPOLICY,DISCLOSURE","ANTI,PRO",ANTI,The statement says that the U.S. presence in the Middle East is counterproductive.,2c999081e664f25be39483a0ca6cf182
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement argues that the U.S. presence in Pakistan has nothing to do with drone strikes against terrorists.,7cc121b40fe2addd157fb77d25916952
RELEVANT,"HUMANITARIAN,DISCLOSURE,FOREIGNPOLICY","ANTI,PRO,ANTI",ANTI,The statement argues aggressive military operations in Pakistan should stop before conflicts escalate.,73372a668975dbcdaa7fc82782485f81
RELEVANT,"FOREIGNPOLICY,FINANCE","PRO,PRO",PRO,The statement supports additional funding for drones.,0f37882f33e5017059db8374b13f5375
RELEVANT,"FOREIGNPOLICY,FINANCE","PRO,PRO",PRO,The statement supports additional funding for drones.,f9bf167c6c30b9ff12a85f17c5f2ab86
RELEVANT,FOREIGNUSE,NEUTRAL,,"The statement argues that there was no credible threat connected to ""their""--potentially Iraq's--drones.",0c73ba048ab9d79cc050c69c3a217ac1
IRRELEVANT,,,,The statement discusses Russian politics.,6e729194ae3f70f5f89ff0e62fc177ab
RELEVANT,FINANCE,NEUTRAL,NEUTRAL,The statement says that the F-22 is not the only aircraft that will be included in the budget.,ff239cdd0b2278bae58b72982847bb54
RELEVANT,FINANCE,ANTI,ANTI,The statement says that investing in state-of-the-art aircrafts did not produce any tangible results.,e6fb2d3e455b0f0f3f852f1bcaed260c
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement compares flight hours of different aircrafts and UAVs.,9bc12d33edcb3f4b84eb81fc84e7144f
IRRELEVANT,,,,The statement relates to commercial drones.,ad40f0719f7cbe95bcd8037f495c7e1f
IRRELEVANT,,,,The statement is a tribute.,8cf2177fa5f7eea0b6176d063c5209bb
RELEVANT,REFERENCE,PRO,PRO,The statement mentions drones in awarding a lieutenant.,6a428c6f505ffacc515d5a1a20308fff
RELEVANT,FINANCE,PRO,PRO,The statement supports the bill that funds drones.,f857766409db88af0818296594dc7c51
RELEVANT,"FOREIGNPOLICY,FINANCE","PRO,PRO",PRO,The statement calls for additional funding for drone programs as they have proven effective in fighting terrorism.,e5f4dce24a8fc1b57e8a3cc61403024e
RELEVANT,REFERENCE,PRO,PRO,The statement mentions drones in discussing an Air Force base in Las Vegas.,2394a70ff347a94494b1d1c8fd848a5f
RELEVANT,TECHNOLOGY,ANTI,ANTI,"The statement warns the ""lethal autonomy"" system in controlling drones.",eb6c33c41f1de41e0410549313d2d354
RELEVANT,TECHNOLOGY,ANTI,ANTI,"The statement warns the ""lethal autonomy"" system in controlling drones.",b9bf61ce85b542b6e7e1c600faf3542b
RELEVANT,TECHNOLOGY,ANTI,ANTI,"The statement warns the ""lethal autonomy"" system in controlling drones.",fe386f6d71e809976cad47b792412953
RELEVANT,"TECHNOLOGY,INTERNATIONAL-LEGALITY","ANTI,ANTI",ANTI,"The statement warns the ""lethal autonomy"" system in controlling drones.",aba3004fcd73f188bbad0ed94deab2c6
IRRELEVANT,,,,The statement relates to commercial drones.,6da07f3079aaa268ed4206d7eeee23c7
RELEVANT,HUMANITARIAN,ANTI,ANTI,The statement is critical of sending intelligent people overseas for drone operations and putting their lives in harm's way.,b4f4c5b8f6343bfa09995f8bce41d6a3
RELEVANT,DOMESTIC-LEGALITY,ANTI,ANTI,The statement proposes a resolution that will remove one of the underlying legal justifications for targeted drone killings,bce841856286096641372edaed90f714
RELEVANT,"FOREIGNPOLICY,DOMESTIC-LEGALITY","ANTI,NEUTRAL",ANTI,The statement argues drone operations antagonize the local population and criticizes the lack of oversight over those operations.,1cf94dbfb45c37ac6a3e41f6bdfb147d
RELEVANT,DOMESTIC-LEGALITY,NEUTRAL,ANTI,The statement calls for more legal accountability and congressional oversight over drone programs.,f9748efca79f692a28057287a0966813
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement mentions a drone strike that killed al-Awlaki.,d44f12ce415f80f1ccc3b04985a88dc7
RELEVANT,REFERENCE,PRO,PRO,The statement mentions a drone strike that killed al-Awlaki.,bfe8068fba65a6f8ce84425c73da912d
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement discusses how the United States would respond to a hypothetical situation in which an American citizen contemplates attacks in the United States.,88de8f32b4e62768379ad0ebdc8281ce
RELEVANT,"DOMESTIC-LEGALITY,FOREIGNPOLICY","NEUTRAL,NEUTRAL",NEUTRAL,The statement proposes a hearing on constitutional and counterterrorism implications of targeted killings.,432ddcfd00a9ce04fe1ef01df5fefe39
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement says that Nevada is one of many places in which drones are constructed.,0013d0c6d1f5361568d3e5e6e0793a27
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement mentions drones in discussing military bases.,ac2ad026027bbc6a8bd6c1cf30e36507
RELEVANT,"HUMANITARIAN,FINANCE","ANTI,ANTI",ANTI,The statement argues that SMART Security is more humanitarian and inexpensive compared to military operations.,0881c641970d82d04f992a8848cda7bc
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement mentions drones in explaining who counts as a veteran.,50d8690a89e1ba990662d9f759af3996
RELEVANT,FOREIGNPOLICY,PRO,PRO,The statement lists drone strikes as one of the effectiveness of American forces.,0dc523a1a52c89360235b99d6c735c42
RELEVANT,HUMANITARIAN,ANTI,ANTI,The statement concerns the difficulty of selecting targets for drone strikes.,8681abe3a106163e678e89aae8a901ef
RELEVANT,DOMESTIC-LEGALITY,NEUTRAL,ANTI,The statement calls for more legal accountability and congressional oversight over drone programs.,a6c684d970fd2ed8bebbb9080c5597cf
RELEVANT,"DOMESTIC-LEGALITY,HUMANITARIAN","NEUTRAL,ANTI",ANTI,The statement calls for more legal accountability and congressional oversight over drone programs.,275dbc9670789df540ff0c903922f0a3
IRRELEVANT,,,,The statement refers to drones in a surveillance role.,771f641c5cc1b62ad1a148707459b6a8
IRRELEVANT,,,,The statement refers to drones in a surveillance role.,98a1acda42735bd4cd0698b3de8201d5
IRRELEVANT,,,,The statement relates to aviation security and safety.,f0f590f01195512f927ba62074adb5c6
RELEVANT,REFERENCE,PRO,PRO,The statement acknowledges DARPA's achievements in developing UAVs.,7981c19d9423bb6748caa4233a2a910b
IRRELEVANT,,,,The statement relates to aviation security and safety.,6d10b3221c15a65528de6c4a6f09b5a5
IRRELEVANT,,,,The statement relates to aviation security and safety.,97f871cf39d6cafa7698ac2f8d8a3bb5
IRRELEVANT,,,,The statement refers to the domestic use of drones.,c0154b067e5ec64d7de1e50e9a0a157c
IRRELEVANT,,,,The statement relates to aviation security reforms.,13d724b113aca8522aadce9cf5ee5748
RELEVANT,REFERENCE,NEUTRAL,NEUTRAL,The statement mentions drones in introducing a naval officer's experience.,bf1c90d5f5e97c92bc2736a4143db108
IRRELEVANT,,,,The statement relates to the use of drones in the domestic arena.,8087f612dac8b5ce186205799e9b43fd
IRRELEVANT,,,,The statement is a tribute.,1aac22128e1248ad00cda361dc4d718d
IRRELEVANT,,,,The statement relates to fiscal accountability.,bc36f71319e99f7628abce72f521acc3
IRRELEVANT,,,,The statement refers to drones in a surveillance role.,17fa64b7d8e1529253f0cc984e6a02b6
